fips,county,state,cbsa,cbsaname
54055,"Mercer County, WV",WV,14140,"Bluefield, WV-VA"
54025,"Greenbrier County, WV",WV,99999,NA
54075,"Pocahontas County, WV",WV,99999,NA
54067,"Nicholas County, WV",WV,99999,NA
54081,"Raleigh County, WV",WV,13220,"Beckley, WV"
54019,"Fayette County, WV",WV,13220,"Beckley, WV"
54047,"McDowell County, WV",WV,99999,NA
54109,"Wyoming County, WV",WV,99999,NA
54089,"Summers County, WV",WV,99999,NA
54063,"Monroe County, WV",WV,99999,NA
54015,"Clay County, WV",WV,16620,"Charleston, WV"
54105,"Wirt County, WV",WV,37620,"Parkersburg-Vienna, WV"
54053,"Mason County, WV",WV,38580,"Point Pleasant, WV-OH"
54103,"Wetzel County, WV",WV,99999,NA
54051,"Marshall County, WV",WV,48540,"Wheeling, WV-OH"
54069,"Ohio County, WV",WV,48540,"Wheeling, WV-OH"
54009,"Brooke County, WV",WV,48260,"Weirton-Steubenville, WV-OH"
54029,"Hancock County, WV",WV,48260,"Weirton-Steubenville, WV-OH"
54095,"Tyler County, WV",WV,99999,NA
54017,"Doddridge County, WV",WV,17220,"Clarksburg, WV"
54033,"Harrison County, WV",WV,17220,"Clarksburg, WV"
54091,"Taylor County, WV",WV,17220,"Clarksburg, WV"
54083,"Randolph County, WV",WV,21180,"Elkins, WV"
54061,"Monongalia County, WV",WV,34060,"Morgantown, WV"
54049,"Marion County, WV",WV,21900,"Fairmont, WV"
54059,"Mingo County, WV",WV,99999,NA
54079,"Putnam County, WV",WV,26580,"Huntington-Ashland, WV-KY-OH"
54043,"Lincoln County, WV",WV,26580,"Huntington-Ashland, WV-KY-OH"
54045,"Logan County, WV",WV,30880,"Logan, WV"
54005,"Boone County, WV",WV,16620,"Charleston, WV"
54011,"Cabell County, WV",WV,26580,"Huntington-Ashland, WV-KY-OH"
54099,"Wayne County, WV",WV,26580,"Huntington-Ashland, WV-KY-OH"
55115,"Shawano County, WI",WI,43020,"Shawano, WI"
55029,"Door County, WI",WI,99999,NA
55117,"Sheboygan County, WI",WI,43100,"Sheboygan, WI"
55027,"Dodge County, WI",WI,13180,"Beaver Dam, WI"
55025,"Dane County, WI",WI,31540,"Madison, WI"
55111,"Sauk County, WI",WI,12660,"Baraboo, WI"
55121,"Trempealeau County, WI",WI,99999,NA
55057,"Juneau County, WI",WI,99999,NA
55081,"Monroe County, WI",WI,99999,NA
55053,"Jackson County, WI",WI,99999,NA
55011,"Buffalo County, WI",WI,99999,NA
55123,"Vernon County, WI",WI,99999,NA
55041,"Forest County, WI",WI,99999,NA
55125,"Vilas County, WI",WI,99999,NA
55067,"Langlade County, WI",WI,99999,NA
55001,"Adams County, WI",WI,99999,NA
55085,"Oneida County, WI",WI,99999,NA
55069,"Lincoln County, WI",WI,32980,"Merrill, WI"
55119,"Taylor County, WI",WI,99999,NA
55107,"Rusk County, WI",WI,99999,NA
55013,"Burnett County, WI",WI,99999,NA
55003,"Ashland County, WI",WI,99999,NA
55113,"Sawyer County, WI",WI,99999,NA
55099,"Price County, WI",WI,99999,NA
55051,"Iron County, WI",WI,99999,NA
55009,"Brown County, WI",WI,24580,"Green Bay, WI"
55077,"Marquette County, WI",WI,99999,NA
55078,"Menominee County, WI",WI,43020,"Shawano, WI"
55023,"Crawford County, WI",WI,99999,NA
55007,"Bayfield County, WI",WI,99999,NA
55063,"La Crosse County, WI",WI,29100,"La Crosse-Onalaska, WI-MN"
55105,"Rock County, WI",WI,27500,"Janesville-Beloit, WI"
55079,"Milwaukee County, WI",WI,33340,"Milwaukee-Waukesha-West Allis, WI"
55059,"Kenosha County, WI",WI,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
55139,"Winnebago County, WI",WI,36780,"Oshkosh-Neenah, WI"
55101,"Racine County, WI",WI,39540,"Racine, WI"
55127,"Walworth County, WI",WI,48580,"Whitewater-Elkhorn, WI"
55135,"Waupaca County, WI",WI,99999,NA
55015,"Calumet County, WI",WI,11540,"Appleton, WI"
55047,"Green Lake County, WI",WI,99999,NA
55137,"Waushara County, WI",WI,99999,NA
55039,"Fond du Lac County, WI",WI,22540,"Fond du Lac, WI"
55095,"Polk County, WI",WI,99999,NA
55019,"Clark County, WI",WI,99999,NA
55091,"Pepin County, WI",WI,99999,NA
55005,"Barron County, WI",WI,99999,NA
55035,"Eau Claire County, WI",WI,20740,"Eau Claire, WI"
55017,"Chippewa County, WI",WI,20740,"Eau Claire, WI"
55109,"St. Croix County, WI",WI,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
55093,"Pierce County, WI",WI,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
55033,"Dunn County, WI",WI,32860,"Menomonie, WI"
55083,"Oconto County, WI",WI,24580,"Green Bay, WI"
55087,"Outagamie County, WI",WI,11540,"Appleton, WI"
55075,"Marinette County, WI",WI,31940,"Marinette, WI-MI"
55071,"Manitowoc County, WI",WI,31820,"Manitowoc, WI"
55061,"Kewaunee County, WI",WI,24580,"Green Bay, WI"
55037,"Florence County, WI",WI,27020,"Iron Mountain, MI-WI"
55089,"Ozaukee County, WI",WI,33340,"Milwaukee-Waukesha-West Allis, WI"
55133,"Waukesha County, WI",WI,33340,"Milwaukee-Waukesha-West Allis, WI"
55131,"Washington County, WI",WI,33340,"Milwaukee-Waukesha-West Allis, WI"
55055,"Jefferson County, WI",WI,48020,"Watertown-Fort Atkinson, WI"
55021,"Columbia County, WI",WI,31540,"Madison, WI"
55097,"Portage County, WI",WI,44620,"Stevens Point, WI"
55073,"Marathon County, WI",WI,48140,"Wausau, WI"
55141,"Wood County, WI",WI,49220,"Wisconsin Rapids-Marshfield, WI"
55031,"Douglas County, WI",WI,20260,"Duluth, MN-WI"
55129,"Washburn County, WI",WI,99999,NA
55065,"Lafayette County, WI",WI,99999,NA
55045,"Green County, WI",WI,31540,"Madison, WI"
55043,"Grant County, WI",WI,38420,"Platteville, WI"
55049,"Iowa County, WI",WI,31540,"Madison, WI"
55103,"Richland County, WI",WI,99999,NA
56011,"Crook County, WY",WY,99999,NA
56029,"Park County, WY",WY,99999,NA
56035,"Sublette County, WY",WY,99999,NA
56043,"Washakie County, WY",WY,99999,NA
56013,"Fremont County, WY",WY,40180,"Riverton, WY"
56019,"Johnson County, WY",WY,99999,NA
56017,"Hot Springs County, WY",WY,99999,NA
56039,"Teton County, WY",WY,27220,"Jackson, WY-ID"
56023,"Lincoln County, WY",WY,99999,NA
56021,"Laramie County, WY",WY,16940,"Cheyenne, WY"
56015,"Goshen County, WY",WY,99999,NA
56001,"Albany County, WY",WY,29660,"Laramie, WY"
56003,"Big Horn County, WY",WY,99999,NA
56007,"Carbon County, WY",WY,99999,NA
56005,"Campbell County, WY",WY,23940,"Gillette, WY"
56025,"Natrona County, WY",WY,16220,"Casper, WY"
56037,"Sweetwater County, WY",WY,40540,"Rock Springs, WY"
56041,"Uinta County, WY",WY,21740,"Evanston, WY"
56045,"Weston County, WY",WY,99999,NA
56031,"Platte County, WY",WY,99999,NA
56027,"Niobrara County, WY",WY,99999,NA
56009,"Converse County, WY",WY,99999,NA
56033,"Sheridan County, WY",WY,43260,"Sheridan, WY"
30003,"Big Horn County, MT",MT,99999,NA
